lexeme_id	paradigm_id	scope	placement	mark	breathing	evidence_id	source_id	citation	source_recension	target_recension
synodal:noun:wikt-7790891c2704	synodal-accent:nebo-mobile	noun:singular:nominative,accusative,vocative	stem-vowel-from-start:0	acute		alypy-43-nebo-table	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §43, complete не́бо paradigm	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	synodal-accent:nebo-mobile	noun:singular:genitive,dative,locative	ending-vowel-from-end:0	grave		alypy-43-nebo-table	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §43, complete не́бо paradigm	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	synodal-accent:nebo-mobile	noun:singular:instrumental	ending-vowel-from-end:0	acute		alypy-43-nebo-table	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §43, complete не́бо paradigm	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	synodal-accent:nebo-mobile	noun:dual:nominative,genitive,accusative,locative,vocative	ending-vowel-from-end:0	grave		alypy-43-nebo-table	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §43, complete не́бо paradigm	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	synodal-accent:nebo-mobile	noun:dual:dative,instrumental	ending-vowel-from-end:1	acute		alypy-43-nebo-table	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §43, complete не́бо paradigm	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	synodal-accent:nebo-mobile	noun:plural:nominative,accusative,instrumental,vocative	ending-vowel-from-end:0	grave		alypy-43-nebo-table	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §43, complete не́бо paradigm	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	synodal-accent:nebo-mobile	noun:plural:genitive	stem-vowel-from-start:1	acute		alypy-43-nebo-table	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §43, complete не́бо paradigm	synodal-russian	synodal-russian
synodal:noun:wikt-7790891c2704	synodal-accent:nebo-mobile	noun:plural:dative,locative	ending-vowel-from-end:0	acute		alypy-43-nebo-table	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §43, complete не́бо paradigm	synodal-russian	synodal-russian
synodal:adjective:zlyi	synodal-accent:zlyi-short-ending	adjective:short:positive:singular,dual,plural	word-vowel-from-start:0	acute		ponomar-amos-6-3-zol-short-masculine	ponomar-elizabeth-bible-2026-08-09	Ponomar Elizabeth Bible, mobile-о short edge and ending-stressed positive forms	synodal-russian	synodal-russian
synodal:adjective:zlyi	synodal-accent:zlyi-long-ending	adjective:long:positive:singular,dual,plural	word-vowel-from-start:0	acute		alypy-58-zlyi-positive	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §58, ѕлы́й; complete A1t* entry manually crosschecked in Polyakov	synodal-russian	synodal-russian
synodal:numeral:sedmyi	synodal-accent:sedmyi-first-suffix-vowel	all	word-vowel-from-start:1	acute		alypy-68-sedmyi-accent	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §68 appendix, седмы́й/-аѧ/-ое; source-partition седма́гѡ and седмо́е witnesses	synodal-russian	synodal-russian
synodal:numeral:tretii	synodal-accent:tretii-fixed-stem	all	word-vowel-from-start:0	acute		alypy-68-tretii-accent	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §68 appendix, тре́тїй/-їѧ/-їе; source-partition masculine and feminine witnesses	synodal-russian	synodal-russian
synodal:numeral:edin	synodal-accent:edin-cardinal-singular-fixed	numeral:singular	word-vowel-from-start:1	acute	psili@word-vowel-from-start:0	alypy-62-edin-complete-singular-table,ponomar-heb-10-14-edin-instrumental-singular-neuter,ponomar-num-10-4-edin-instrumental-singular-feminine	alypy-gamanovich-grammar-web-2023	Alypy §62 complete cardinal-one singular table plus governed source-partition neuter and feminine instrumental witnesses establish fixed acute on и and initial psili throughout the singular cardinal inventory	synodal-russian	synodal-russian
synodal:adjective:zlyi	synodal-accent:zlyi-comparison	adjective:short:comparative:singular,dual,plural	stem-vowel-from-start:0	acute		alypy-58-zlyi-comparison	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §58, ѕлѣ́йшїй comparison stem	synodal-russian	synodal-russian
synodal:adjective:zlyi	synodal-accent:zlyi-comparison	adjective:long:comparative:singular,dual,plural	stem-vowel-from-start:0	acute		alypy-58-zlyi-comparison	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §58, ѕлѣ́йшїй comparison stem	synodal-russian	synodal-russian
synodal:adjective:zlyi	synodal-accent:zlyi-comparison	adjective:short:superlative:singular,dual,plural	stem-vowel-from-start:0	acute		alypy-58-zlyi-comparison	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §58, ѕлѣ́йшїй comparison stem	synodal-russian	synodal-russian
synodal:adjective:zlyi	synodal-accent:zlyi-comparison	adjective:long:superlative:singular,dual,plural	stem-vowel-from-start:0	acute		alypy-58-zlyi-comparison	alypy-gamanovich-grammar-web-2023	Alypy (Gamanovich), §58, ѕлѣ́йшїй comparison stem	synodal-russian	synodal-russian
synodal:noun:v07-549dec12f8aeb0c9	synodal-accent:dusha-mobile	noun:singular:nominative,genitive,dative,locative,vocative	ending-vowel-from-end:0	acute		alypy-157-dushi-final	alypy-gamanovich-grammar-web-2023	Alypy §157 дꙋшѝ; mobile N3s pattern crosschecked against locked target passages and Polyakov	synodal-russian	synodal-russian
synodal:noun:v07-549dec12f8aeb0c9	synodal-accent:dusha-mobile	noun:singular:accusative	stem-vowel-from-start:0	acute		alypy-157-dushi-final	alypy-gamanovich-grammar-web-2023	Alypy §157 дꙋшѝ; mobile N3s pattern crosschecked against locked target passages and Polyakov	synodal-russian	synodal-russian
synodal:noun:v07-549dec12f8aeb0c9	synodal-accent:dusha-mobile	noun:singular:instrumental	ending-vowel-from-end:1	acute		alypy-157-dushi-final	alypy-gamanovich-grammar-web-2023	Alypy §157 дꙋшѝ; mobile N3s pattern crosschecked against locked target passages and Polyakov	synodal-russian	synodal-russian
synodal:noun:v07-549dec12f8aeb0c9	synodal-accent:dusha-mobile	noun:dual:nominative,genitive,accusative,locative,vocative	ending-vowel-from-end:0	kamora		alypy-157-dushi-final	alypy-gamanovich-grammar-web-2023	Alypy §157 дꙋшѝ; mobile N3s pattern crosschecked against locked target passages and Polyakov	synodal-russian	synodal-russian
synodal:noun:v07-549dec12f8aeb0c9	synodal-accent:dusha-mobile	noun:dual:dative,instrumental	ending-vowel-from-end:1	acute		alypy-157-dushi-final	alypy-gamanovich-grammar-web-2023	Alypy §157 дꙋшѝ; mobile N3s pattern crosschecked against locked target passages and Polyakov	synodal-russian	synodal-russian
synodal:noun:v07-549dec12f8aeb0c9	synodal-accent:dusha-mobile	noun:plural:nominative,vocative	stem-vowel-from-start:0	acute		alypy-157-dushi-final	alypy-gamanovich-grammar-web-2023	Alypy §157 дꙋшѝ; mobile N3s pattern crosschecked against locked target passages and Polyakov	synodal-russian	synodal-russian
synodal:noun:v07-549dec12f8aeb0c9	synodal-accent:dusha-mobile	noun:plural:genitive,accusative	stem-vowel-from-start:0	acute		alypy-157-dushi-final	alypy-gamanovich-grammar-web-2023	Alypy §157 дꙋшѝ; mobile N3s pattern crosschecked against locked target passages and Polyakov	synodal-russian	synodal-russian
synodal:noun:v07-549dec12f8aeb0c9	synodal-accent:dusha-mobile	noun:plural:dative,locative	ending-vowel-from-end:0	acute		alypy-157-dushi-final	alypy-gamanovich-grammar-web-2023	Alypy §157 дꙋшѝ; mobile N3s pattern crosschecked against locked target passages and Polyakov	synodal-russian	synodal-russian
synodal:noun:v07-549dec12f8aeb0c9	synodal-accent:dusha-mobile	noun:plural:instrumental	ending-vowel-from-end:1	acute		alypy-157-dushi-final	alypy-gamanovich-grammar-web-2023	Alypy §157 дꙋшѝ; mobile N3s pattern crosschecked against locked target passages and Polyakov	synodal-russian	synodal-russian
synodal:noun:adonai	synodal-accent:adonai-invariant	noun:singular,dual,plural	ending-vowel-from-end:0	grave	psili@stem-vowel-from-start:0	ponomar-ezek-2-4-adonai	ponomar-elizabeth-bible-2026-08-09	Ezek.2.4 а҆дѡнаі̀; repeated invariant target-recension divine title, with indeclinability supplied independently by Alypy §37	synodal-russian	synodal-russian
synodal:noun:svidenie	synodal-accent:svidenie-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:1	acute		ponomar-hos-2-12-svidenie-accusative	ponomar-elizabeth-bible-2026-08-09	Hos.2.12 свидѣ́нїе; fixed lexical accent crosschecked against the repeated genitive свидѣ́нїѧ target formula and SCI headword	synodal-russian	synodal-russian
synodal:noun:nasledie	synodal-accent:nasledie-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:1	acute		ponomar-acts-13-19-nasledie-accusative,ponomar-acts-7-5-naslediya-genitive,ponomar-eccles-7-12-naslediem-instrumental,ponomar-deut-19-14-nasledii-locative	ponomar-elizabeth-bible-2026-08-09	Fixed acute on ѣ repeats across four source-partition singular cells; Polyakov independently classifies наслѣ́діе as N2i and prints the same accent throughout its attested paradigm	synodal-russian	synodal-russian
synodal:noun:predel	synodal-accent:predel-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:1	acute		ponomar-psalm-103-9-predel-accusative,ponomar-amos-1-13-predely-accusative-plural,ponomar-deut-16-4-predelekh-locative-plural	ponomar-elizabeth-bible-2026-08-09	Fixed acute on ѣ repeats across singular and plural source cells; exact genitive plural preserves target kamora, and Polyakov independently classifies предѣ́лъ as N1t with the same acute background plus listed kamora variants	synodal-russian	synodal-russian
synodal:noun:v07-db06c7a6afdd2e88	synodal-accent:dshcher-fixed-oblique	noun:singular:nominative,vocative	ending-vowel-from-end:0	grave		ponomar-amos-7-17-dshcheri-nominative-plural	ponomar-elizabeth-bible-2026-08-09	Amos.7.17 дщє́ри; fixed first-vowel oblique accent crosschecked across the locked target corpus and against Alypy §§42,44 дщѝ : дще́ре / like ма́ти	synodal-russian	synodal-russian
synodal:noun:v07-db06c7a6afdd2e88	synodal-accent:dshcher-fixed-oblique	noun:singular:genitive,dative,accusative,instrumental,locative	stem-vowel-from-start:0	acute		ponomar-amos-7-17-dshcheri-nominative-plural	ponomar-elizabeth-bible-2026-08-09	Amos.7.17 дщє́ри; fixed first-vowel oblique accent crosschecked across the locked target corpus and against Alypy §§42,44 дщѝ : дще́ре / like ма́ти	synodal-russian	synodal-russian
synodal:noun:v07-db06c7a6afdd2e88	synodal-accent:dshcher-fixed-oblique	noun:dual,plural	stem-vowel-from-start:0	acute		ponomar-amos-7-17-dshcheri-nominative-plural	ponomar-elizabeth-bible-2026-08-09	Amos.7.17 дщє́ри; fixed first-vowel oblique accent crosschecked across the locked target corpus and against Alypy §§42,44 дщѝ : дще́ре / like ма́ти	synodal-russian	synodal-russian
synodal:noun:sosud	synodal-accent:sosud-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:1	acute		ponomar-acts-9-15-sosud-nominative-singular	ponomar-elizabeth-bible-2026-08-09	Acts.9.15 сосꙋ́дъ; fixed second-vowel stem accent crosschecked across the complete SCI word-form inventory and repeated locked target cells	synodal-russian	synodal-russian
synodal:proper-noun:iuda	synodal-accent:iuda-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:1	acute	psili@stem-vowel-from-start:0	ponomar-acts-1-13-iuda-nominative-singular	ponomar-elizabeth-bible-2026-08-09	Acts.1.13 і҆ꙋ́да; fixed second-stem-vowel acute and initial psili crosschecked across all singular cases and the SCI headword	synodal-russian	synodal-russian
synodal:verb:sotvoriti	synodal-accent:sotvoriti-future	finite:future:singular,dual,plural	word-vowel-from-start:2	acute		v05-target-sotvoriti-future-2sg	ponomar-elizabeth-bible-2026-08-09	Deut.3.2 сотвори́ши; fixed third-vowel stress across the V21n future table manually crosschecked in Polyakov	synodal-russian	synodal-russian
synodal:verb:sotvoriti	synodal-accent:sotvoriti-aorist	finite:aorist:singular,dual,plural	word-vowel-from-start:2	acute		v05-target-sotvoriti-aorist-1sg	ponomar-elizabeth-bible-2026-08-09	Acts.25.11 сотвори́хъ; fixed third-vowel stress across the vowel aorist table manually crosschecked in Polyakov	synodal-russian	synodal-russian
synodal:verb:sotvoriti	synodal-accent:sotvoriti-imperative	imperative:singular,dual,plural	word-vowel-from-start:2	acute		ponomar-col-4-16-sotvorite	ponomar-elizabeth-bible-2026-08-09	Col.4.16 сотвори́те; fixed third-vowel imperative stress manually crosschecked in Polyakov	synodal-russian	synodal-russian
synodal:verb:sotvoriti	synodal-accent:sotvoriti-l-participle	l-participle:singular,dual,plural	word-vowel-from-start:2	acute		ponomar-acts-10-33-sotvoril	ponomar-elizabeth-bible-2026-08-09	Acts.10.33 сотвори́лъ; fixed third-vowel stress across the l-participle series manually crosschecked in Polyakov	synodal-russian	synodal-russian
synodal:noun:yazyk	synodal-accent:yazyk-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:1	acute	psili@stem-vowel-from-start:0	v05-alypy-2-yazyk,ponomar-acts-14-2-yazykov-genitive-plural,ponomar-acts-21-19-yazytsiekh-locative-plural,ponomar-ex-1-9-yazyku-dative-singular	alypy-gamanovich-grammar-web-2023	Alypy §§2,34–36 license the lexical initial, fixed stem acute, and complete first-declension velar class; locked target cells repeat the acute, while exact rows retain kamora and wide-omega variants; Polyakov independently classifies язы́къ as N1k and prints the same background accent	synodal-russian	synodal-russian
synodal:noun:mesyats	synodal-accent:mesyats-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:0	acute		ponomar-sci-mesyats-semantic,ponomar-amos-8-5-mesyats-nominative-singular,ponomar-baruch-1-2-mesyatsa-genitive-singular	ponomar-elizabeth-bible-2026-08-09	The locked SCI headword supplies мѣ́сѧцъ; target contractions establish the same lexical identity, and Polyakov independently classifies мѣ́сяцъ as N1c with fixed first-vowel acute except listed genitive-plural kamora	synodal-russian	synodal-russian
synodal:noun:vsesozhzhenie	synodal-accent:vsesozhzhenie-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:2	acute		ponomar-sci-vsesozhzhenie-semantic,ponomar-composite-6-17-vsesozhzhenie-accusative-singular,ponomar-gen-22-6-vsesozhzheniya-genitive-singular,ponomar-amos-5-22-vsesozhzheniya-accusative-plural	ponomar-elizabeth-bible-2026-08-09	Fixed acute on the third stem vowel repeats across direct target singular and plural cells; the SCI headword independently preserves the same lexical accent	synodal-russian	synodal-russian
synodal:noun:sretenie	synodal-accent:sretenie-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:0	acute		ponomar-acts-28-15-sretenie-accusative-singular,ponomar-jerem-27-3-sreteniem-instrumental-singular	ponomar-elizabeth-bible-2026-08-09	Fixed acute on ѣ is directly repeated in target accusative and instrumental cells; Polyakov independently classifies срѣ́теніе as N2i and prints the same accent throughout its attested paradigm	synodal-russian	synodal-russian
synodal:noun:vino	synodal-accent:vino-mobile-ending	noun:singular:nominative,genitive,dative,accusative,locative,vocative	ending-vowel-from-end:0	grave		alypy-34-neuter-face-year-table,ponomar-amos-2-8-vino-accusative-singular,ponomar-amos-5-11-vina-genitive-singular,ponomar-i-tim-3-8-vinu-dative-singular,ponomar-amos-2-12-vinom-instrumental-singular,ponomar-deut-33-28-vinie-locative-singular	ponomar-elizabeth-bible-2026-08-09	Direct target singular cells establish ending stress and the instrumental acute; Alypy supplies the complete hard-neuter cells, while Polyakov N2t independently confirms ending-stressed singular and retracted dual/plural stress	synodal-russian	synodal-russian
synodal:noun:vino	synodal-accent:vino-mobile-ending	noun:singular:instrumental	ending-vowel-from-end:0	acute		alypy-34-neuter-face-year-table,ponomar-amos-2-8-vino-accusative-singular,ponomar-amos-5-11-vina-genitive-singular,ponomar-i-tim-3-8-vinu-dative-singular,ponomar-amos-2-12-vinom-instrumental-singular,ponomar-deut-33-28-vinie-locative-singular	ponomar-elizabeth-bible-2026-08-09	Direct target singular cells establish ending stress and the instrumental acute; Alypy supplies the complete hard-neuter cells, while Polyakov N2t independently confirms ending-stressed singular and retracted dual/plural stress	synodal-russian	synodal-russian
synodal:noun:vino	synodal-accent:vino-mobile-ending	noun:dual,plural	stem-vowel-from-start:0	acute		alypy-34-neuter-face-year-table,ponomar-amos-2-8-vino-accusative-singular,ponomar-amos-5-11-vina-genitive-singular,ponomar-i-tim-3-8-vinu-dative-singular,ponomar-amos-2-12-vinom-instrumental-singular,ponomar-deut-33-28-vinie-locative-singular	ponomar-elizabeth-bible-2026-08-09	Direct target singular cells establish ending stress and the instrumental acute; Alypy supplies the complete hard-neuter cells, while Polyakov N2t independently confirms ending-stressed singular and retracted dual/plural stress	synodal-russian	synodal-russian
synodal:verb:polozhiti	synodal-accent:polozhiti-future	finite:future:singular,dual,plural	word-vowel-from-start:2	acute		ponomar-deut-14-28-polozhishi-future-second-singular,ponomar-deut-27-15-polozhit-future-third-singular,ponomar-ezek-42-13-polozhat-future-third-plural	ponomar-elizabeth-bible-2026-08-09	Third-vowel acute is repeated across second- and third-person future cells and independently matches Polyakov V21s; exact first-singular grave and first-plural variants retain precedence	synodal-russian	synodal-russian
synodal:verb:polozhiti	synodal-accent:polozhiti-aorist	finite:aorist:singular,dual,plural	word-vowel-from-start:2	acute		ponomar-acts-13-47-polozhikh-aorist-first-singular,ponomar-acts-4-3-polozhisha-aorist-third-plural	ponomar-elizabeth-bible-2026-08-09	Third-vowel acute is repeated across the vowel-aorist series; exact second/third-singular grave retains precedence and Polyakov V21s independently lists the same pattern	synodal-russian	synodal-russian
synodal:verb:polozhiti	synodal-accent:polozhiti-imperative	imperative:singular,dual,plural	word-vowel-from-start:2	acute		ponomar-judg-6-20-polozhi-imperative-second-singular,ponomar-deut-31-26-polozhite-imperative-second-plural	ponomar-elizabeth-bible-2026-08-09	The i-series imperative has third-vowel stress; the directly attested second-singular grave and second-plural acute are exact cell overrides, independently matching Polyakov V21s	synodal-russian	synodal-russian
synodal:verb:polozhiti	synodal-accent:polozhiti-l-participle	l-participle:singular,dual,plural	word-vowel-from-start:2	acute		ponomar-acts-5-4-polozhil-l-participle	ponomar-elizabeth-bible-2026-08-09	The direct masculine singular witness fixes third-vowel acute for the productive l-participle series, independently matching Polyakov V21s	synodal-russian	synodal-russian
synodal:verb:v06-vzeti	synodal-accent:vzeti-future-root	finite:future:singular,dual,plural	word-vowel-from-start:0	acute		ponomar-baruch-3-30-vozmet-future-third-singular,ponomar-amos-4-2-vozmut-future-third-plural	ponomar-elizabeth-bible-2026-08-09	Direct third-singular and third-plural future witnesses establish root acute throughout the возм- series; the independently attested first-singular ending grave remains an exact override, matching the Polyakov взѧ́ти inventory	synodal-russian	synodal-russian
synodal:verb:v06-iziti	synodal-accent:iziti-present-root	finite:present:singular,dual,plural	word-vowel-from-start:1	acute	psili@word-vowel-from-start:0	ponomar-apoc-20-7-izyidet-present-third-singular,ponomar-deut-20-1-izyideshi-present-second-singular,ponomar-ex-8-29-izyidu-present-first-singular	ponomar-elizabeth-bible-2026-08-09	Direct first-, second-, and third-singular finite witnesses repeat acute on ы and initial psili across the изыд- series; Polyakov independently lists the same fixed finite accent for perfective изы́ти	synodal-russian	synodal-russian
synodal:verb:byti	synodal-accent:byti-present-active-participle	participle:present:active:short:positive:singular,dual,plural	word-vowel-from-start:0	acute		ponomar-acts-15-23-sushchym-dative-plural,ponomar-acts-16-21-sushchym-dative-plural	ponomar-elizabeth-bible-2026-08-09	Two independently governed dative-plural witnesses establish fixed acute on the сꙋщ- present-active-participle stem; Alypy §81 supplies both short and long systems, and Polyakov independently repeats the same accent throughout the inventory	synodal-russian	synodal-russian
synodal:verb:byti	synodal-accent:byti-present-active-participle	participle:present:active:long:positive:singular,dual,plural	word-vowel-from-start:0	acute		ponomar-acts-15-23-sushchym-dative-plural,ponomar-acts-16-21-sushchym-dative-plural	ponomar-elizabeth-bible-2026-08-09	Two independently governed dative-plural witnesses establish fixed acute on the сꙋщ- present-active-participle stem; Alypy §81 supplies both short and long systems, and Polyakov independently repeats the same accent throughout the inventory	synodal-russian	synodal-russian
synodal:noun:v07-328e6c95540b4c81	synodal-accent:tsarstvo-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:0	acute		alypy-34-neuter-face-year-table,ponomar-amos-7-13-tsarstva-genitive-singular	ponomar-elizabeth-bible-2026-08-09	Alypy §34 licenses the complete hard-neuter paradigm; direct nominative and genitive target cells repeat fixed root acute, while the existing accusative-plural kamora remains an exact variant	synodal-russian	synodal-russian
synodal:noun:v07-345d6105fdd39fce	synodal-accent:knyaz-mobile	noun:singular,dual	stem-vowel-from-start:0	acute		alypy-34-rab,ponomar-deut-33-5-knyaz-mobile-accent	alypy-gamanovich-grammar-web-2023	Alypy §34 supplies the complete soft-masculine paradigm; Deut.33.5 independently establishes root-accented singular and ending-accented plural behavior for кнѧзь	synodal-russian	synodal-russian
synodal:noun:v07-345d6105fdd39fce	synodal-accent:knyaz-mobile	noun:plural:nominative,vocative,instrumental	stem-vowel-from-start:0	acute		alypy-34-rab,ponomar-deut-33-5-knyaz-mobile-accent	alypy-gamanovich-grammar-web-2023	Alypy §34 supplies the complete soft-masculine paradigm; Deut.33.5 independently establishes root-accented singular and ending-accented plural behavior for кнѧзь	synodal-russian	synodal-russian
synodal:noun:v07-345d6105fdd39fce	synodal-accent:knyaz-mobile	noun:plural:genitive,dative,accusative,locative	ending-vowel-from-end:0	acute		alypy-34-rab,ponomar-deut-33-5-knyaz-mobile-accent	alypy-gamanovich-grammar-web-2023	Alypy §34 supplies the complete soft-masculine paradigm; Deut.33.5 independently establishes root-accented singular and ending-accented plural behavior for кнѧзь	synodal-russian	synodal-russian
synodal:noun:otechestvo	synodal-accent:otechestvo-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:1	acute	psili@stem-vowel-from-start:0	ponomar-deut-29-18-otechestvo-nominative-singular,ponomar-deut-18-8-otechestvu-dative-singular,ponomar-i-paral-5-7-otechestvie-locative-singular,ponomar-ex-6-14-otechestv-genitive-plural	ponomar-elizabeth-bible-2026-08-09	Direct nominative, dative, locative, and genitive-plural cells establish the hard-neuter family, fixed acute on the first е, and initial psili; Polyakov and Sedakova independently list ѻ҆те́чество beside the soft -їе formation	synodal-russian	synodal-russian
synodal:noun:bezzakonie	synodal-accent:bezzakonie-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:2	acute		ponomar-dan-13-5-bezzakonie-nominative-singular,ponomar-dan-13-57-bezzakoniya-genitive-singular,ponomar-ex-34-7-bezzakoniya-accusative-plural,ponomar-ezek-18-21-bezzakonii-genitive-plural	ponomar-elizabeth-bible-2026-08-09	Four independently governed source cells establish the soft -їе noun, fixed acute on о, and both ordinary-o and exact wide-omega plural spelling; the complete ending table is licensed by Alypy §§34–37 and independently crosschecked against Polyakov N2i	synodal-russian	synodal-russian
synodal:proper-noun:egipet	synodal-accent:egipet-fixed-stem	noun:singular,dual,plural	stem-vowel-from-start:1	acute	psili@stem-vowel-from-start:0	ponomar-sci-egipet-semantic,ponomar-acts-7-9-egipet-accusative-singular,ponomar-composite-6-10-egipta-genitive-singular,ponomar-acts-2-10-egipte-locative-singular,ponomar-acts-7-10-egiptom-instrumental-singular	ponomar-elizabeth-bible-2026-08-09	The SCI headword and four governed target cells establish fixed acute on ѵ, initial psili, and the fleeting-е nominative/accusative versus єгѵпт- oblique stem; exact citation cells retain precedence over the hard-masculine background	synodal-russian	synodal-russian
